cost;time;% error;1776
2305;0;29%;1776
2629;0;48%;1776
2639;0;48%;1776
2389;0;34%;1776
2383;0;34%;1776
2305;0;29%;1776
2432;0;36%;1776
2432;0;36%;1776
2389;0;34%;1776
2644;0;48%;1776
path of best solution
44->15->16->45->20->38->18->17->36->14->35->34->13->46->23->12->32->6->24->4->3->33->27->28->2->41->43->22->40->47->26->42->1->25->0->37->10->8->9->29->30->5->31->7->11->39->21->19->44
